LIED_ID,POSITION,DATUM_VON,DATUM_BIS
574251,50,2009-07-10,2009-07-16
574251,12,2009-07-31,2009-08-06
17860,14,2009-08-07,2009-08-13
558905,34,2009-08-14,2009-08-20
549043,37,2009-08-14,2009-08-20
574251,9,2009-08-21,2009-08-27
558905,37,2009-08-21,2009-08-27
558905,38,2009-08-28,2009-09-03
602925,12,2009-09-11,2009-09-17
596878,13,2009-09-11,2009-09-17
571371,8,2009-09-18,2009-09-24
571371,8,2009-09-25,2009-10-01
604067,28,2009-10-02,2009-10-08
612964,34,2009-10-02,2009-10-08
602367,41,2009-10-02,2009-10-08
574251,10,2009-10-09,2009-10-15
612317,29,2009-10-09,2009-10-15
529076,50,2009-10-16,2009-10-22
558907,9,2009-11-06,2009-11-12
571371,38,2009-11-27,2009-12-03
571371,34,2009-12-18,2009-12-24
604595,39,2010-01-01,2010-01-07
571371,33,2010-01-08,2010-01-14
571371,39,2010-01-15,2010-01-21
660660,6,2010-01-22,2010-01-28
629901,17,2010-01-22,2010-01-28
663459,41,2010-01-22,2010-01-28
664782,43,2010-01-22,2010-01-28
548881,48,2010-01-29,2010-02-04
667675,23,2010-02-05,2010-02-11
17860,45,2010-03-05,2010-03-11
638437,18,2010-03-19,2010-03-25
670603,37,2010-03-19,2010-03-25
665719,20,2010-03-26,2010-04-01
616066,24,2010-04-16,2010-04-22
665719,28,2010-04-23,2010-04-29
660660,27,2010-05-07,2010-05-13
699148,47,2010-05-14,2010-05-20
665719,35,2010-05-21,2010-05-27
638552,41,2010-05-21,2010-05-27
699230,2,2010-05-28,2010-06-03
679072,12,2010-05-28,2010-06-03
714828,41,2010-06-25,2010-07-01
711542,44,2010-06-25,2010-07-01
665166,10,2010-08-06,2010-08-12
676861,33,2010-08-13,2010-08-19
745178,10,2010-09-10,2010-09-16
638438,15,2010-09-10,2010-09-16
745178,7,2010-09-17,2010-09-23
712355,20,2010-10-01,2010-10-07
707303,46,2010-10-01,2010-10-07
712355,16,2010-10-08,2010-10-14
665166,20,2010-10-29,2010-11-04
752440,50,2010-10-29,2010-11-04
665166,25,2010-11-12,2010-11-18
712355,32,2010-11-12,2010-11-18
752591,41,2010-11-12,2010-11-18
707303,46,2010-11-26,2010-12-02
765286,4,2010-12-03,2010-12-09
756720,8,2010-12-03,2010-12-09
745178,29,2010-12-17,2010-12-23
745178,32,2010-12-31,2011-01-06
665166,17,2011-01-07,2011-01-13
756720,14,2011-01-14,2011-01-20
665166,31,2011-02-04,2011-02-10
756720,11,2011-02-18,2011-02-24
765286,25,2011-02-25,2011-03-03
665166,39,2011-02-25,2011-03-03
642415,42,2011-03-04,2011-03-10
642415,46,2011-03-11,2011-03-17
756720,31,2011-03-18,2011-03-24
826588,41,2011-05-13,2011-05-19
748460,35,2011-05-27,2011-06-02
759131,12,2011-06-24,2011-06-30
813591,21,2011-07-01,2011-07-07
759131,14,2011-07-15,2011-07-21
759131,14,2011-07-22,2011-07-28
835544,2,2011-08-12,2011-08-18
759131,14,2011-08-19,2011-08-25
756584,45,2011-08-26,2011-09-01
882783,46,2011-08-26,2011-09-01
835543,30,2011-09-09,2011-09-15
835543,37,2011-09-16,2011-09-22
835543,43,2011-09-30,2011-10-06
893905,24,2011-10-21,2011-10-27
885167,15,2011-10-28,2011-11-03
908355,48,2011-11-11,2011-11-17
834000,33,2011-12-09,2011-12-15
834000,23,2011-12-23,2011-12-29
852615,31,2011-12-30,2012-01-05
834000,24,2012-01-27,2012-02-02
890846,25,2012-01-27,2012-02-02
990585,22,2012-03-23,2012-03-29
932553,41,2012-03-23,2012-03-29
978178,32,2012-04-06,2012-04-12
990585,44,2012-04-13,2012-04-19
932555,16,2012-05-25,2012-05-31
983391,43,2012-05-25,2012-05-31
996662,12,2012-06-01,2012-06-07
932555,17,2012-06-01,2012-06-07
996662,23,2012-07-06,2012-07-12
1040710,36,2012-07-06,2012-07-12
932555,25,2012-08-10,2012-08-16
932555,32,2012-08-17,2012-08-23
932555,34,2012-09-14,2012-09-20
977738,23,2012-09-21,2012-09-27
1072258,45,2012-10-19,2012-10-25
932555,45,2012-10-26,2012-11-01
996662,47,2012-10-26,2012-11-01
1041641,35,2012-11-02,2012-11-08
1005616,13,2012-11-09,2012-11-15
977738,29,2012-11-09,2012-11-15
1025874,8,2012-11-16,2012-11-22
912769,40,2012-11-30,2012-12-06
1043949,41,2012-11-30,2012-12-06
912769,9,2012-12-14,2012-12-20
912769,17,2012-12-28,2013-01-03
1069579,10,2013-01-04,2013-01-10
1058524,49,2013-01-18,2013-01-24
1102742,41,2013-01-25,2013-01-31
1106535,40,2013-02-22,2013-02-28
1113471,20,2013-03-08,2013-03-14
1090002,9,2013-04-05,2013-04-11
1069579,34,2013-04-05,2013-04-11
1090002,9,2013-04-12,2013-04-18
1090002,17,2013-04-26,2013-05-02
1043927,45,2013-05-10,2013-05-16
1129870,21,2013-05-24,2013-05-30
1129870,23,2013-05-31,2013-06-06
1090002,34,2013-05-31,2013-06-06
1132020,8,2013-06-14,2013-06-20
1132020,13,2013-06-21,2013-06-27
1125750,11,2013-06-28,2013-07-04
1153823,35,2013-07-05,2013-07-11
1165731,1,2013-07-12,2013-07-18
1132020,27,2013-08-02,2013-08-08
1148200,39,2013-08-02,2013-08-08
1025881,13,2013-08-23,2013-08-29
1179058,17,2013-08-23,2013-08-29
1132020,42,2013-08-23,2013-08-29
1148163,47,2013-08-23,2013-08-29
1165731,10,2013-08-30,2013-09-05
1132020,50,2013-08-30,2013-09-05
1179491,35,2013-09-06,2013-09-12
1179058,29,2013-09-20,2013-09-26
1193254,23,2013-10-11,2013-10-17
1165731,29,2013-10-11,2013-10-17
1137766,35,2013-10-11,2013-10-17
1154050,37,2013-10-11,2013-10-17
1181415,44,2013-11-15,2013-11-21
1179491,40,2013-11-29,2013-12-05
1199079,31,2013-12-06,2013-12-12
1040710,49,2013-12-06,2013-12-12
1216404,18,2013-12-27,2014-01-02
1195114,3,2014-01-10,2014-01-16
1235664,32,2014-01-17,2014-01-23
1199079,5,2014-01-31,2014-02-06
1208819,40,2014-02-14,2014-02-20
1193635,8,2014-02-21,2014-02-27
1216404,47,2014-02-21,2014-02-27
1222103,27,2014-02-28,2014-03-06
1114445,29,2014-03-14,2014-03-20
607093,43,2014-03-14,2014-03-20
1193635,13,2014-03-21,2014-03-27
1243663,18,2014-04-04,2014-04-10
1193635,13,2014-04-11,2014-04-17
1199079,4,2014-04-25,2014-05-01
1287454,13,2014-05-23,2014-05-29
1028164,40,2014-06-06,2014-06-12
1254672,45,2014-06-06,2014-06-12
1199079,7,2014-06-13,2014-06-19
1295525,43,2014-06-20,2014-06-26
1282018,3,2014-06-27,2014-07-03
610914,27,2014-06-27,2014-07-03
610914,42,2014-07-11,2014-07-17
1276459,1,2014-07-25,2014-07-31
1199079,5,2014-07-25,2014-07-31
1193635,50,2014-08-01,2014-08-07
1193638,36,2014-08-29,2014-09-04
1212134,32,2014-09-26,2014-10-02
1276459,23,2014-10-03,2014-10-09
1324311,46,2014-10-10,2014-10-16
1282018,15,2014-10-24,2014-10-30
1286049,35,2014-10-24,2014-10-30
1282018,11,2014-11-07,2014-11-13
1344240,6,2014-11-14,2014-11-20
1193638,23,2014-11-14,2014-11-20
1286049,9,2014-11-21,2014-11-27
1199079,17,2014-11-28,2014-12-04
1288533,34,2014-12-12,2014-12-18
1366059,48,2014-12-12,2014-12-18
1299139,41,2015-01-02,2015-01-08
1199079,8,2015-01-09,2015-01-15
1276459,41,2015-01-30,2015-02-05
1382179,28,2015-02-06,2015-02-12
1376614,36,2015-02-13,2015-02-19
1286049,18,2015-02-20,2015-02-26
1365150,50,2015-02-20,2015-02-26
1286049,26,2015-03-20,2015-03-26
1367509,27,2015-03-20,2015-03-26
1378916,7,2015-04-03,2015-04-09
1288533,13,2015-04-03,2015-04-09
1398004,13,2015-04-17,2015-04-23
1410749,8,2015-05-22,2015-05-28
1438496,31,2015-06-12,2015-06-18
1410749,3,2015-06-26,2015-07-02
1286049,49,2015-06-26,2015-07-02
1438498,33,2015-07-17,2015-07-23
1443231,2,2015-07-24,2015-07-30
1425391,5,2015-08-21,2015-08-27
1459064,25,2015-08-28,2015-09-03
1452181,2,2015-09-11,2015-09-17
1459064,26,2015-09-11,2015-09-17
1420414,12,2015-09-18,2015-09-24
1459064,26,2015-09-18,2015-09-24
1378916,47,2015-09-25,2015-10-01
1398004,27,2015-10-02,2015-10-08
1420414,4,2015-10-09,2015-10-15
1425391,14,2015-10-09,2015-10-15
1398004,32,2015-10-09,2015-10-15
1452181,9,2015-11-20,2015-11-26
1459064,18,2015-11-20,2015-11-26
1471916,21,2015-11-20,2015-11-26
1425391,30,2015-11-20,2015-11-26
1474938,41,2015-11-20,2015-11-26
1452181,13,2015-12-11,2015-12-17
1471916,26,2015-12-11,2015-12-17
1500559,33,2015-12-11,2015-12-17
1459064,29,2015-12-18,2015-12-24
1496315,31,2015-12-18,2015-12-24
1503640,34,2015-12-18,2015-12-24
1505884,36,2015-12-18,2015-12-24
1505885,50,2015-12-18,2015-12-24
1420414,4,2015-12-25,2015-12-31
1512916,11,2016-01-15,2016-01-21
1459231,23,2016-01-29,2016-02-04
1512916,36,2016-01-29,2016-02-04
1500562,5,2016-02-19,2016-02-25
1500562,10,2016-03-11,2016-03-17
1459064,46,2016-04-29,2016-05-05
1525790,46,2016-05-06,2016-05-12
1420414,36,2016-05-13,2016-05-19
1535722,12,2016-05-27,2016-06-02
1422229,41,2016-06-10,2016-06-16
1558014,18,2016-06-24,2016-06-30
1535722,4,2016-07-01,2016-07-07
1422229,50,2016-07-01,2016-07-07
1422229,50,2016-07-08,2016-07-14
1535722,10,2016-07-15,2016-07-21
1558008,41,2016-07-15,2016-07-21
1571054,40,2016-07-22,2016-07-28
1459231,35,2016-07-29,2016-08-04
1576972,49,2016-08-19,2016-08-25
1581187,15,2016-09-09,2016-09-15
1548873,40,2016-09-23,2016-09-29
1459231,48,2016-09-23,2016-09-29
1565584,11,2016-09-30,2016-10-06
1548873,44,2016-09-30,2016-10-06
1558014,35,2016-10-07,2016-10-13
1590267,23,2016-10-14,2016-10-20
1548873,37,2016-10-14,2016-10-20
1584732,39,2016-10-14,2016-10-20
1584732,42,2016-10-21,2016-10-27
1592131,35,2016-10-28,2016-11-03
1590267,17,2016-11-11,2016-11-17
1570624,36,2016-11-18,2016-11-24
1615387,11,2016-12-09,2016-12-15
1615387,13,2016-12-16,2016-12-22
1558014,39,2016-12-16,2016-12-22
1615387,11,2016-12-23,2016-12-29
1588665,17,2016-12-23,2016-12-29
1542701,16,2016-12-30,2017-01-05
1558014,39,2016-12-30,2017-01-05
1596608,26,2017-03-17,2017-03-23
1596608,29,2017-03-31,2017-04-06
1646009,45,2017-03-31,2017-04-06
1656202,35,2017-04-28,2017-05-04
1658811,38,2017-05-05,2017-05-11
1658975,44,2017-05-12,2017-05-18
1662308,14,2017-05-19,2017-05-25
1559698,38,2017-05-26,2017-06-01
1657085,35,2017-06-09,2017-06-15
1559698,32,2017-06-16,2017-06-22
1674829,43,2017-07-14,2017-07-20
1676847,11,2017-07-21,2017-07-27
1665123,46,2017-08-04,2017-08-10
1559698,26,2017-08-18,2017-08-24
1689125,20,2017-09-01,2017-09-07
1665123,30,2017-09-08,2017-09-14
1678544,36,2017-09-08,2017-09-14
1665832,19,2017-09-15,2017-09-21
1689125,35,2017-09-15,2017-09-21
1692827,1,2017-09-22,2017-09-28
1696096,33,2017-09-22,2017-09-28
1692827,1,2017-09-29,2017-10-05
1688674,12,2017-09-29,2017-10-05
1698416,1,2017-10-06,2017-10-12
1684482,31,2017-10-13,2017-10-19
1687161,39,2017-10-13,2017-10-19
1696094,43,2017-10-13,2017-10-19
1698101,44,2017-10-13,2017-10-19
1696095,38,2017-10-20,2017-10-26
17527,36,1987-07-27,1987-08-02
1660856,47,2017-10-27,2017-11-02
1699550,1,2017-11-03,2017-11-09
1668701,40,2017-11-03,2017-11-09
1702832,40,2017-11-10,2017-11-16
1698416,44,2017-11-10,2017-11-16
1706278,19,2017-11-17,2017-11-23
1698641,33,2017-11-17,2017-11-23
1668701,46,2017-11-17,2017-11-23
1696575,41,2017-11-24,2017-11-30
1701336,24,2017-12-01,2017-12-07
1716970,27,2017-12-08,2017-12-14
1716973,38,2017-12-08,2017-12-14
1720370,43,2018-01-05,2018-01-11
1716974,21,2018-01-19,2018-01-25
1721762,23,2018-02-16,2018-02-22
1721762,38,2018-03-16,2018-03-22
1750733,4,2018-04-13,2018-04-19
1699550,30,2018-04-20,2018-04-26
1716974,43,2018-04-20,2018-04-26
1716974,50,2018-05-04,2018-05-10
1698416,12,2018-05-11,2018-05-17
1751102,38,2018-05-11,2018-05-17
1698416,43,2018-05-18,2018-05-24
1752136,42,2018-05-25,2018-05-31
1764871,1,2018-06-08,2018-06-14
1764353,15,2018-06-08,2018-06-14
1736685,36,2018-06-22,2018-06-28
1774481,18,2018-06-29,2018-07-05
1756553,12,2018-07-06,2018-07-12
1774480,24,2018-07-06,2018-07-12
1759788,35,2018-07-13,2018-07-19
1779151,10,2018-07-20,2018-07-26
35232,42,1981-03-30,1981-04-05
17505,39,1981-06-01,1981-06-07
11933,44,1981-06-08,1981-06-14
17504,49,1981-07-06,1981-07-12
760,24,1981-07-13,1981-07-19
760,9,1981-07-27,1981-08-02
41211,30,1981-08-03,1981-08-09
760,5,1981-08-10,1981-08-16
753,18,1981-08-10,1981-08-16
17507,27,1981-08-10,1981-08-16
25380,49,1981-08-10,1981-08-16
41211,39,1981-08-31,1981-09-06
760,3,1981-09-07,1981-09-13
753,33,1981-09-07,1981-09-13
789,36,1981-09-14,1981-09-20
17504,25,1981-09-28,1981-10-04
8605,9,1981-10-26,1981-11-01
99372,42,1981-11-02,1981-11-08
17504,28,1981-11-09,1981-11-15
789,1,1981-11-16,1981-11-22
802,23,1981-11-30,1981-12-06
23009,27,1981-11-30,1981-12-06
13630,15,1981-12-14,1981-12-20
99191,45,1981-12-14,1981-12-20
23011,37,1982-01-11,1982-01-17
789,16,1982-01-18,1982-01-24
25457,24,1982-01-18,1982-01-24
58597,43,1982-01-18,1982-01-24
6914,14,1982-01-25,1982-01-31
11996,15,1982-01-25,1982-01-31
18747,25,1982-01-25,1982-01-31
11996,16,1982-02-01,1982-02-07
18747,16,1982-02-08,1982-02-14
88563,26,1982-03-15,1982-03-21
802,27,1982-03-15,1982-03-21
15353,14,1982-03-22,1982-03-28
54881,20,1982-03-22,1982-03-28
809,2,1982-03-29,1982-04-04
105879,19,1982-04-05,1982-04-11
15349,35,1982-04-05,1982-04-11
17508,47,1982-04-05,1982-04-11
54881,19,1982-04-12,1982-04-18
18747,35,1982-04-12,1982-04-18
15349,36,1982-04-12,1982-04-18
811,22,1982-04-19,1982-04-25
15353,31,1982-04-19,1982-04-25
7323,19,1982-05-03,1982-05-09
13630,43,1982-05-03,1982-05-09
7323,21,1982-05-10,1982-05-16
68220,37,1982-05-10,1982-05-16
15425,43,1982-05-17,1982-05-23
15353,49,1982-05-17,1982-05-23
833,1,1982-05-31,1982-06-06
837,25,1982-05-31,1982-06-06
54881,25,1982-06-14,1982-06-20
7319,8,1982-06-21,1982-06-27
842,2,1982-06-28,1982-07-04
54881,35,1982-06-28,1982-07-04
105879,49,1982-06-28,1982-07-04
15464,14,1982-07-05,1982-07-11
66928,44,1982-07-12,1982-07-18
833,8,1982-07-19,1982-07-25
27014,27,1982-07-19,1982-07-25
15426,27,1982-08-02,1982-08-08
7337,38,1982-08-02,1982-08-08
837,38,1982-08-16,1982-08-22
15426,44,1982-08-16,1982-08-22
25014,47,1982-08-16,1982-08-22
853,16,1982-08-23,1982-08-29
848,30,1982-08-23,1982-08-29
883,38,1982-08-30,1982-09-05
853,40,1982-09-20,1982-09-26
20865,15,1982-09-27,1982-10-03
35234,46,1982-10-04,1982-10-10
893,2,1982-10-25,1982-10-31
35234,32,1982-10-25,1982-10-31
35582,47,1982-10-25,1982-10-31
18752,19,1982-11-01,1982-11-07
7319,38,1982-11-01,1982-11-07
20865,12,1982-11-08,1982-11-14
7337,24,1982-11-08,1982-11-14
8673,46,1982-11-08,1982-11-14
20865,11,1982-11-15,1982-11-21
15428,14,1982-11-15,1982-11-21
883,8,1982-11-22,1982-11-28
104088,22,1982-11-22,1982-11-28
26755,47,1982-11-22,1982-11-28
20402,13,1982-11-29,1982-12-05
932,30,1982-11-29,1982-12-05
15462,11,1982-12-06,1982-12-12
15428,33,1982-12-06,1982-12-12
104088,38,1982-12-06,1982-12-12
883,16,1982-12-13,1982-12-19
911,22,1982-12-13,1982-12-19
15428,33,1982-12-13,1982-12-19
869,21,1982-12-20,1982-12-26
157452,25,1982-12-20,1982-12-26
864,48,1982-12-20,1982-12-26
7329,8,1983-01-03,1983-01-09
893,26,1983-01-31,1983-02-06
916,1,1983-02-07,1983-02-13
899,20,1983-02-07,1983-02-13
18752,50,1983-02-07,1983-02-13
7329,32,1983-02-28,1983-03-06
916,1,1983-03-07,1983-03-13
7329,29,1983-03-07,1983-03-13
13050,37,1983-03-28,1983-04-03
922,2,1983-04-04,1983-04-10
8322,41,1983-04-04,1983-04-10
13050,34,1983-04-11,1983-04-17
7338,34,1983-04-18,1983-04-24
8322,41,1983-04-18,1983-04-24
34923,50,1983-04-18,1983-04-24
8322,30,1983-04-25,1983-05-01
940,10,1983-05-09,1983-05-15
13063,13,1983-05-09,1983-05-15
7326,44,1983-05-30,1983-06-05
17510,37,1983-06-13,1983-06-19
946,6,1983-06-27,1983-07-03
962,48,1983-07-04,1983-07-10
946,24,1983-07-11,1983-07-17
966,1,1983-08-15,1983-08-21
8572,26,1983-08-15,1983-08-21
985,42,1983-09-12,1983-09-18
966,12,1983-09-26,1983-10-02
1013,41,1983-10-03,1983-10-09
7353,21,1983-10-10,1983-10-16
1013,47,1983-10-10,1983-10-16
9804,22,1983-10-24,1983-10-30
1014,12,1983-10-31,1983-11-06
26737,40,1983-10-31,1983-11-06
98879,23,1983-12-12,1983-12-18
1043,3,1983-12-26,1984-01-01
26893,21,1983-12-26,1984-01-01
23019,30,1983-12-26,1984-01-01
98879,24,1984-01-02,1984-01-08
9285,43,1984-01-02,1984-01-08
9285,45,1984-01-09,1984-01-15
1042,16,1984-02-06,1984-02-12
8600,30,1984-02-20,1984-02-26
7336,49,1984-03-12,1984-03-18
1043,21,1984-03-19,1984-03-25
1090,16,1984-04-02,1984-04-08
1100,31,1984-04-09,1984-04-15
1073,15,1984-04-23,1984-04-29
1098,36,1984-04-23,1984-04-29
1098,32,1984-04-30,1984-05-06
101576,38,1984-04-30,1984-05-06
1074,35,1984-05-07,1984-05-13
7324,18,1984-07-09,1984-07-15
1131,33,1984-07-09,1984-07-15
7347,38,1984-07-16,1984-07-22
7347,38,1984-08-06,1984-08-12
15822,49,1984-09-24,1984-09-30
17514,35,1984-10-08,1984-10-14
1178,49,1984-10-29,1984-11-04
25696,47,1984-11-26,1984-12-02
10822,27,1984-12-03,1984-12-09
1191,4,1984-12-10,1984-12-16
10822,39,1984-12-17,1984-12-23
14165,45,1985-03-18,1985-03-24
8603,37,1985-04-29,1985-05-05
8603,26,1985-05-06,1985-05-12
7343,35,1985-05-20,1985-05-26
8601,18,1985-05-27,1985-06-02
43144,29,1985-08-19,1985-08-25
43144,32,1985-08-26,1985-09-01
15834,33,1985-09-16,1985-09-22
15833,20,1985-09-23,1985-09-29
1331,7,1985-10-21,1985-10-27
1331,4,1985-11-04,1985-11-10
1331,9,1985-11-25,1985-12-01
7325,14,1985-11-25,1985-12-01
1378,16,1985-11-25,1985-12-01
1313,12,1985-12-09,1985-12-15
1331,32,1986-01-06,1986-01-12
158935,33,1986-01-13,1986-01-19
7325,24,1986-01-20,1986-01-26
158935,37,1986-01-20,1986-01-26
12069,27,1986-02-10,1986-02-16
8703,7,1986-02-17,1986-02-23
15840,41,1986-02-24,1986-03-02
1365,1,1986-03-03,1986-03-09
14155,17,1986-03-03,1986-03-09
7921,31,1986-03-03,1986-03-09
8703,23,1986-03-17,1986-03-23
8703,47,1986-03-24,1986-03-30
9810,24,1986-04-07,1986-04-13
26036,34,1986-04-07,1986-04-13
1444,14,1986-04-21,1986-04-27
1395,46,1986-04-28,1986-05-04
1619862,45,2017-01-13,2017-01-19
1542701,24,2017-01-20,2017-01-26
1590267,32,2017-02-03,2017-02-09
35236,46,1986-06-30,1986-07-06
8705,44,1986-07-21,1986-07-27
9807,32,1986-08-04,1986-08-10
9807,27,1986-08-18,1986-08-24
17521,34,1986-09-15,1986-09-21
17521,45,1986-10-06,1986-10-12
1520,7,1986-12-08,1986-12-14
1552,5,1986-12-15,1986-12-21
8706,32,1987-02-02,1987-02-08
50203,25,1987-03-23,1987-03-29
9815,40,1987-04-20,1987-04-26
17532,28,1987-05-11,1987-05-17
8602,47,1987-05-18,1987-05-24
2799,2,1994-05-30,1994-06-05
70285,28,1987-08-24,1987-08-30
70285,29,1987-08-31,1987-09-06
8604,26,1987-09-07,1987-09-13
70285,40,1987-09-07,1987-09-13
8604,28,1987-09-14,1987-09-20
155636,36,1987-10-05,1987-10-11
8604,30,1987-10-19,1987-10-25
17535,49,1987-11-16,1987-11-22
99130,41,1987-11-30,1987-12-06
1738,32,1987-12-07,1987-12-13
8604,34,1987-12-07,1987-12-13
1709,4,1988-01-18,1988-01-24
1709,12,1988-02-15,1988-02-21
17541,36,1988-02-22,1988-02-28
46268,46,1988-03-07,1988-03-13
1755,41,1988-05-09,1988-05-15
50183,3,1988-05-23,1988-05-29
8713,42,1988-06-20,1988-06-26
31909,32,1988-07-04,1988-07-10
50183,46,1988-08-01,1988-08-07
8609,34,1988-09-26,1988-10-02
8609,24,1988-10-31,1988-11-06
1873,36,1988-10-31,1988-11-06
50205,24,1988-11-21,1988-11-27
17537,27,1988-11-21,1988-11-27
50205,18,1988-12-05,1988-12-11
8609,27,1988-12-26,1989-01-08
1873,41,1988-12-26,1989-01-08
1843,42,1989-01-09,1989-01-15
50205,34,1989-01-30,1989-02-05
6827,39,1989-01-30,1989-02-05
1906,38,1989-02-06,1989-02-12
8609,33,1989-02-20,1989-02-26
25997,31,1989-02-27,1989-03-05
8324,15,1989-05-29,1989-06-04
8324,32,1989-06-12,1989-06-18
19613,18,1989-06-19,1989-06-25
43146,26,1989-07-03,1989-07-09
19613,25,1989-07-10,1989-07-16
19613,38,1989-07-24,1989-07-30
12679,34,1989-07-31,1989-08-06
84637,23,1989-10-02,1989-10-08
22603,35,1989-10-02,1989-10-08
36702,49,1989-10-16,1989-10-22
84637,35,1989-10-23,1989-10-29
114913,48,1989-11-20,1989-11-26
36702,45,1989-11-27,1989-12-03
8855,25,1989-12-04,1989-12-10
8855,37,1990-01-08,1990-01-14
65488,29,1990-01-15,1990-01-21
7200,14,1990-01-22,1990-01-28
8855,29,1990-01-22,1990-01-28
124217,37,1990-02-12,1990-02-18
7200,23,1990-02-19,1990-02-25
2128,8,1990-04-09,1990-04-15
2128,6,1990-04-16,1990-04-22
84096,32,1990-05-07,1990-05-13
2128,12,1990-05-21,1990-05-27
16165,11,1990-05-28,1990-06-03
16165,32,1990-07-09,1990-07-15
2127,1,1990-07-16,1990-07-22
2127,1,1990-07-23,1990-07-29
2106,28,1990-07-23,1990-07-29
2152,20,1990-08-20,1990-08-26
2171,2,1990-09-24,1990-09-30
31892,15,1990-10-15,1990-10-21
2171,3,1990-10-22,1990-10-28
31892,23,1990-10-29,1990-11-04
40210,35,1990-12-17,1990-12-23
2227,3,1991-01-07,1991-01-13
96866,32,1991-02-04,1991-02-10
23454,45,1991-03-18,1991-03-24
7219,45,1991-04-08,1991-04-14
7219,2,1991-05-06,1991-05-12
42596,17,1991-07-29,1991-08-04
77254,9,1991-08-05,1991-08-11
77254,3,1991-09-16,1991-09-22
12073,50,1991-10-07,1991-10-13
77254,3,1991-10-14,1991-10-20
13055,5,1991-10-21,1991-10-27
16801,10,1991-11-04,1991-11-10
48288,48,1991-11-04,1991-11-10
11230,29,1991-11-25,1991-12-01
157778,48,1991-12-02,1991-12-08
2317,34,1991-12-16,1991-12-22
16801,42,1992-01-27,1992-02-02
16805,23,1992-02-17,1992-02-23
97821,37,1992-04-27,1992-05-03
53551,32,1992-05-18,1992-05-24
6652,13,1992-06-15,1992-06-21
6650,38,1992-06-29,1992-07-05
240962,37,1992-07-13,1992-07-19
20668,50,1992-08-17,1992-08-23
53553,43,1992-10-12,1992-10-18
2537,9,1992-10-26,1992-11-01
31375,38,1992-12-21,1993-01-03
2537,3,1993-01-04,1993-01-10
2537,4,1993-01-11,1993-01-17
10928,40,1993-03-22,1993-03-28
2573,23,1993-03-29,1993-04-04
10928,36,1993-04-26,1993-05-02
2620,27,1993-05-31,1993-06-06
70441,20,1993-06-07,1993-06-13
70441,40,1993-07-05,1993-07-11
9291,32,1986-05-19,1986-05-25
9291,38,1986-06-16,1986-06-22
2623,49,1993-08-16,1993-08-22
6600,14,1993-11-22,1993-11-28
6601,31,1994-01-10,1994-01-16
6601,38,1994-01-31,1994-02-06
6600,29,1994-03-07,1994-03-13
2757,49,1994-04-25,1994-05-01
4067,34,2000-01-17,2000-01-23
153194,48,1994-06-20,1994-06-26
153194,45,1994-06-27,1994-07-03
51272,35,1994-10-10,1994-10-16
51272,35,1994-10-24,1994-10-30
2874,17,1994-12-05,1994-12-11
8962,18,1995-03-13,1995-03-19
3005,26,1995-04-17,1995-04-23
2987,17,1995-07-24,1995-07-30
51393,32,1995-07-31,1995-08-06
3053,7,1995-08-21,1995-08-27
2987,41,1995-08-28,1995-09-03
3053,11,1995-09-04,1995-09-10
51283,42,1995-09-04,1995-09-10
10761,27,1995-10-09,1995-10-15
3053,50,1995-10-09,1995-10-15
9286,50,1995-10-16,1995-10-22
10761,24,1995-11-27,1995-12-03
8567,39,1996-02-05,1996-02-11
3172,6,1996-03-18,1996-03-24
3199,2,1996-04-15,1996-04-21
3202,14,1996-05-06,1996-05-12
3217,14,1996-05-20,1996-05-26
3202,18,1996-05-20,1996-05-26
3227,25,1996-06-10,1996-06-16
3246,32,1996-06-24,1996-06-30
9191,36,1996-07-08,1996-07-14
3217,16,1996-07-15,1996-07-21
3262,13,1996-07-29,1996-08-04
6973,30,1996-08-19,1996-08-25
147551,41,1996-08-19,1996-08-25
3262,17,1996-08-26,1996-09-01
3217,46,1996-08-26,1996-09-01
3338,24,1996-11-11,1996-11-17
7088,9,1996-12-16,1996-12-22
3381,25,1996-12-16,1996-12-22
3316,20,1997-01-06,1997-01-12
3316,26,1997-01-13,1997-01-19
3316,49,1997-02-03,1997-02-09
7088,15,1997-02-24,1997-03-02
3338,31,1997-03-17,1997-03-23
3403,1,1997-04-14,1997-04-20
3477,41,1997-07-28,1997-08-03
3499,7,1997-08-18,1997-08-24
3499,18,1997-09-08,1997-09-14
3479,30,1997-09-22,1997-09-28
7381,35,1997-09-29,1997-10-05
3548,17,1997-10-06,1997-10-12
148060,36,1997-10-13,1997-10-19
3546,12,1997-10-20,1997-10-26
3546,18,1997-11-03,1997-11-09
3572,17,1997-11-17,1997-11-23
7388,48,1997-12-08,1997-12-14
3580,47,1998-01-05,1998-01-11
3587,28,1998-01-12,1998-01-18
7092,23,1998-01-26,1998-02-01
10495,30,1998-01-26,1998-02-01
8021,44,1998-02-16,1998-02-22
7088,21,1998-03-09,1998-03-15
43150,30,1998-05-04,1998-05-10
7267,50,1998-05-18,1998-05-24
43150,32,1998-06-01,1998-06-07
8536,39,1998-06-08,1998-06-14
3734,40,1998-06-08,1998-06-14
3698,19,1998-06-15,1998-06-21
3698,39,1998-07-06,1998-07-12
8352,34,1998-07-13,1998-07-19
8352,26,1998-08-03,1998-08-09
14903,24,1998-09-14,1998-09-20
3770,3,1998-10-05,1998-10-11
